"filename", "language", "XML", "JavaScript", "CSS", "JSON", "Markdown", "JavaScript React", "HTML", "Python", "comment", "blank", "total"
"/Users/debraj/Desktop/BookSelling/server/soft_proj/urls.py", "Python", 0, 0, 0, 0, 0, 0, 0, 14, 15, 4, 33
"/Users/debraj/Desktop/BookSelling/server/soft_proj/wsgi.py", "Python", 0, 0, 0, 0, 0, 0, 0, 4, 8, 5, 17
"/Users/debraj/Desktop/BookSelling/server/templates/add.html", "HTML", 0, 0, 0, 0, 0, 0, 20, 0, 0, 3, 23
"/Users/debraj/Desktop/BookSelling/server/templates/follow_sign_in.html", "HTML", 0, 0, 0, 0, 0, 0, 19, 0, 0, 1, 20
"/Users/debraj/Desktop/BookSelling/server/templates/forms.html", "HTML", 0, 0, 0, 0, 0, 0, 22, 0, 0, 1, 23
"/Users/debraj/Desktop/BookSelling/server/templates/sign_in.html", "HTML", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 22
"/Users/debraj/Desktop/BookSelling/server/user_detail/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/debraj/Desktop/BookSelling/server/user_detail/admin.py", "Python", 0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 6
"/Users/debraj/Desktop/BookSelling/server/user_detail/apps.py", "Python", 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 7
"/Users/debraj/Desktop/BookSelling/server/user_detail/migrations/0001_initial.py", "Python", 0, 0, 0, 0, 0, 0, 0, 17, 1, 7, 25
"/Users/debraj/Desktop/BookSelling/server/user_detail/migrations/0002_rename_user_person.py", "Python", 0, 0, 0, 0, 0, 0, 0, 11, 1, 6, 18
"/Users/debraj/Desktop/BookSelling/server/user_detail/migrations/0003_remove_person_id_person_user_id.py", "Python", 0, 0, 0, 0, 0, 0, 0, 17, 1, 6, 24
"/Users/debraj/Desktop/BookSelling/server/user_detail/migrations/0004_person_seller_rating.py", "Python", 0, 0, 0, 0, 0, 0, 0, 12, 1, 6, 19
"/Users/debraj/Desktop/BookSelling/server/user_detail/migrations/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/debraj/Desktop/BookSelling/server/user_detail/models.py", "Python", 0, 0, 0, 0, 0, 0, 0, 10, 1, 4, 15
"/Users/debraj/Desktop/BookSelling/server/user_detail/serializers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 8
"/Users/debraj/Desktop/BookSelling/server/user_detail/tests.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 4
"/Users/debraj/Desktop/BookSelling/server/user_detail/url.py", "Python", 0, 0, 0, 0, 0, 0, 0, 7, 1, 4, 12
"/Users/debraj/Desktop/BookSelling/server/user_detail/views.py", "Python", 0, 0, 0, 0, 0, 0, 0, 38, 1, 5, 44
"Total", "-", 70, 78, 542, 41771, 38, 2611, 133, 1092, 185, 648, 47168
